"Категория интересов, ур. 1","Категория интересов, ур. 2","Категория интересов, ур. 3","Визиты","Посетители","Аффинити‑индекс","Отказы","Глубина просмотра","Время на сайте"
"Бытовая техника","Техника для красоты и здоровья","Мужские электробритвы","8","8","73.20259696242256","1.0","1.0","00:00:00"
"Строительство, обустройство и ремонт","Дача и сад","Не определено","8","8","55.02923276184569","1.0","1.0","00:00:00"
"Электроника","Компьютерная техника","Мониторы","8","7","83.43605668577634","1.0","1.0","00:00:00"
"Финансы","Финансовые услуги для бизнеса","Расчетно-кассовое обслуживание","8","8","109.04696693312513","1.0","1.0","00:00:00"
"Еда и напитки","Доставка готовых блюд","Не определено","8","8","137.79503790978762","1.0","1.0","00:00:00"
"Развлечения и досуг","Кино","Мелодрамы","8","7","105.03443589795178","1.0","1.0","00:00:00"
"Развлечения и досуг","Игры","Мобильные игры","8","7","100.57266182003661","0.875","1.125","00:00:00"
"Отдых и путешествия","Отдых в Европе","Не определено","8","5","135.74764819452366","1.0","1.0","00:00:00"
"Спорт","Большой теннис","Не определено","8","8","66.20431777564916","1.0","1.0","00:00:00"
"Транспорт","Авто","Кроссоверы","8","7","128.51100459717767","1.0","1.0","00:00:00"
"Транспорт","Авто","Городские автомобили","8","7","135.4090803468263","1.0","1.0","00:00:00"
"Бытовая техника","Крупная техника для кухни","Встраиваемые духовые шкафы","7","6","153.48690529394875","1.0","1.0","00:00:00"
"Бытовая техника","Крупная техника для кухни","Встраиваемые рабочие поверхности","7","6","176.56992180431277","1.0","1.0","00:00:00"
"Бытовая техника","Мелкая техника для кухни","Соковыжималки","7","6","296.3599012322094","1.0","1.0","00:00:00"
"Красота и здоровье","Уход за лицом","Не определено","7","7","64.43160496899354","1.0","1.0","00:00:00"
"Одежда, обувь и аксессуары","Обувь","Спортивная обувь","7","5","288.96451041342937","1.0","1.0","00:00:00"
"Строительство, обустройство и ремонт","Ремонт","Строительные инструменты","7","7","152.42583941286276","1.0","1.0","00:00:00"
